Title,Artist,Nationality,Gender,Medium,Dimensions,CreditLine,Classification,DateAcquired,URL,Height (cm),Width (cm)
"Mother and Child, Small (Mutter und Kind, klein)",Wilhelm Lehmbruck,(German),(Male),Drypoint with watercolor additions,"Plate 6 1/2 x 4 13/16"" (16.4 x 12.2 cm)  Sheet 12 1/16 x 8 11/16"" (30.6 x 22.1 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/68389,16.4,12.2
"Kneeling Woman, Small (Kniende, klein)",Wilhelm Lehmbruck,(German),(Male),Drypoint,"plate: 9 3/8 x 7 1/16"" (23.8 x 17.9cm); sheet: 12 15/16 x 9 15/16"" (32.8 x 25.3 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/68404,23.8,17.9
"Seated Girl with Bent Head (Sitzendes Mí_dchen, Kopf geneigt)",Wilhelm Lehmbruck,(German),(Male),Drypoint,"plate: 11 5/8 x 10 3/16"" (29.6 x 25.8 cm); sheet: 16 9/16 x 13"" (42.1 x 33 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/68418,29.6,25.8
"Female Nude from the Back, Looking Out (Weiblicher Rí_ckenakt, ausschauend)",Wilhelm Lehmbruck,(German),(Male),Drypoint,"plate: 12 1/2 x 9"" (31.8 x 22.8 cm); sheet: 16 15/16 x 12 9/16"" (43.1 x 31.9 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/68430,31.8,22.8
Portrait of the Reich President Paul von Hindenburg (Bildnis des Reichsprí_sidenten Paul von Hindenburg),Max Liebermann,(German),(Male),Etching and drypoint,"plate: 10 13/16 x 8 7/16"" (27.5 x 21.4 cm); sheet: 19 11/16 x 13 3/16"" (50 x 33.5 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/68451,27.5,21.4
Seated Nude (Femme Nue Assise sous des Feuillages),Aristide Maillol,(French),(Male),"Transfer lithograph
Transfer lithograph, printed in black","composition: 7 x 9 1/8"" (17.8 x 23.1 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/68494,17.8,23.1
"Nude Woman in the Wind (Femme nue de profil, bras releves au-dessus de la tete)",Aristide Maillol,(French),(Male),Lithograph,"composition: 12 3/8 x 6 11/16"" (31.5 x 17 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/68514,31.5,17
Back of a Nude Woman (Femme nue de dos),Aristide Maillol,(French),(Male),Lithograph,"composition: 11 1/4 x 4 1/8"" (28.6 x 10.5 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/68529,28.6,10.5
"Seated Figure of a Girl (Femme assise de profile, a droit, un genou plie, un genou releve)",Aristide Maillol,(French),(Male),Etching,"plate: 8 15/16 x 9 7/16"" (22.7 x 23.9 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/68545,22.7,23.9
Man and Woman,Aristide Maillol,(French),(Male),"Transfer lithograph
Transfer lithograph, printed in black","composition: 9 1/2 x 12 1/2"" (24.1 x 31.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/68574,24.1,31.8
Draped Figure of a Nude Girl (Femme de Dos Drapee),Aristide Maillol,(French),(Male),"Transfer lithograph
Transfer lithograph, printed in color","composition: 10 13/16 x 5 1/8"" (27.5 x 13 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/68588,27.5,13
"Boulogne sur mer, le port",Paul Mansard,(French),(Male),,,Gift of Abby Aldrich Rockefeller,Print,4/5/40,,,
Riding School After Ridinger (Reitschule nach Ridinger),Franz Marc,(German),(Male),Woodcut,"Composition: 10 9/16 x 11 3/4"" (26.9 x 29.8 cm); sheet: 12 13/16 x 14 3/4"" (32.5 x 37.5 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/68666,26.9,29.8
Horses Resting (Ruhende Pferde),Franz Marc,(German),(Male),Woodcut,"composition: 6 5/8 x 9 1/16"" (16.8 x 23 cm); sheet: 11 1/4 x 15 3/4"" (28.6 x 40 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/68728,16.8,23
Three Animals (Drei Tiere),Franz Marc,(German),(Male),Woodcut,"composition (irreg.): 6 5/8 x 5 11/16"" (16.9 x 14.5 cm); sheet: 11 3/4 x 9 1/8"" (29.8 x 23.1 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/68753,16.9,14.5
The Road to Salvation,Louis Marcoussis,(Polish),(Male),Engraving and etching,,Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/68776,,
Madame Josette Gris,Henri Matisse,(French),(Male),"Etching with chine collí_""plate: 6 1/4 x 2 3/8"""" (15.8 x 6 cm); sheet: 9 15/16 x 6 7/16"""" (25.2 x 16.4 cm)""",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/68840,15.8,6,
Outamaro,Henri Matisse,(French),(Male),"Etching with chine collí_""plate: 7 1/16 x 5 1/8"""" (17.9 x 13 cm); sheet: 14 3/16 x 10 13/16"""" (36 x 27.5 cm)""",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/68877,17.9,13,
"Full Face Nude, Plunging View (Nu de face, vue plongeante)",Henri Matisse,(French),(Male),Transfer lithograph,"composition: 17 1/16 x 10 1/8"" (43.4 x 25.7 cm); sheet: 17 11/16 í_10 15/16"" (45 í_27.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/68889,43.4,25.7
Torso with Arms Crossed (Torse aux bras croisí_),Henri Matisse,(French),(Male),Transfer lithograph,"composition: 16 1/8 x 9 9/16"" (40.9 x 24.3 cm); sheet: 17 11/16"" (45 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/68914,40.9,24.3
"Reading, Nude in Profile (La Lecture, nu de profil)",Henri Matisse,(French),(Male),Transfer lithograph,"composition: 19 11/16 x 10 1/16"" (50 x 25.6cm); sheet: 19 13/16 í_13"" (50.4 í_33 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/68936,50,25.6
Nude in Rocking Chair (Nu au rocking chair),Henri Matisse,(French),(Male),Transfer lithograph,"composition: 18 15/16 x 11"" (48.1 x 27.9cm); sheet: 19 11/16 x 12 15/16"" (50 x 32.9cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/68962,48.1,27.9
Dancer Reflected in the Mirror (Danseuse reflí_í_ dans la glace),Henri Matisse,(French),(Male),Transfer lithograph,"composition: 15 9/16 x 11"" (39.5 x 28 cm); sheet: 20 9/16 í_14 3/8"" (52.2 í_36.5 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/68975,39.5,28
Odalisque in Red Satin Pantaloons (Odalisque í_la culotte de satin rouge),Henri Matisse,(French),(Male),Lithograph,"composition: 7 1/2 x 10 5/8"" (19 x 27cm); sheet: 11 1/4 í_14 3/8"" (28.5 í_36.5 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/68994,19,27
Young Woman Sitting with Bouquet of Flowers (Jeune fille assise au bouquet de fleurs),Henri Matisse,(French),(Male),Lithograph,"composition: 10 7/8 x 7 1/2"" (27.6 x 19.1 cm); sheet: 16 15/16 x 11 1/8"" (43 x 28.3 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69027,27.6,19.1
The Organdy Dress (La Robe d'organdi),Henri Matisse,(French),(Male),Transfer lithograph,"composition: 16 3/4 x 10 13/16"" (42.6 x 27.5cm); sheet: 21 1/16 í_14"" (53.5 í_35.5 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69041,42.6,27.5
Upside Down Head (Tí_e renversí_),Henri Matisse,(French),(Male),Transfer lithograph,"composition: 11 1/4 x 10 13/16"" (28.5 x 27.4 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69070,28.5,27.4
Portrait of Pianist Walter Kaempfer (I) (Bildnis Pianist Walter Kloepfer [I]),Ludwig Meidner,(German),(Male),Etching,"plate: 9 5/16 x 7 1/16"" (23.7 x 17.9 cm); sheet: 14 15/16 x 10 9/16"" (38 x 26.9 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69113,23.7,17.9
Seated Child (Sitzendes Kind),Paula Modersohn-Becker,(German),(Female),Drypoint,"plate: 3 1/4 x 4 3/4"" (8.3 x 12 cm); sheet: 9 3/8 x 11 13/16"" (23.8 x 30 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69127,8.3,12
The Book Lover,Luc-Albert Moreau,(French),(Male),Lithograph,"Comp. 13 3/8 x 10 1/2"" (33.9 x 26.4 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,33.9,26.4
Boy among Leaves (Boy in Reeds) (Knabe zwischen Blattpflanzen [Knabe im Schilf]),Otto Mueller,(German),(Male),Woodcut,"composition (irreg.): 11 1/8 x 14 13/16"" (28.3 x 37.6 cm); sheet: 13 7/16 x 19 3/4"" (34.2 x 50.2 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69154,28.3,37.6
Two Girls - Half Nudes (Zwei Mí_dchen - Halbakte),Otto Mueller,(German),(Male),Lithograph,"composition (irreg.): 17 3/16 x 13 1/2"" (43.6 x 34.3 cm); sheet: 20 1/16 x 14 7/8"" (50.9 x 37.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69168,43.6,34.3
One Girl Bathing and the Other Sitting on the Shore (2) [Badendes und am Ufer sitzendes Mí_dchen (2)],Otto Mueller,(German),(Male),Lithograph,"composition (irreg.): 12 1/2 x 15 3/4"" (31.7 x 40 cm); sheet (irreg.): 16 3/8 x 21 5/8"" (41.6 x 54.9 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69181,31.7,40
Five Girls by a Pond in the Woods (1) [Fí_nf Mí_dchen am Waldteich (2)],Otto Mueller,(German),(Male),Lithograph,"composition: 15 3/16 x 11 5/16"" (38.5 x 28.7 cm); sheet (irreg.): 20 9/16 x 15 1/4"" (52.3 x 38.7 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69210,38.5,28.7
"Two Girls in the Dunes at Sylt (Zwei Mí_dchen in den Dí_nen, Sylt)",Otto Mueller,(German),(Male),Lithograph,"composition (irreg.): 11 5/8 x 15 7/16"" (29.5 x 39.2 cm); sheet (irreg.): 17 1/8 x 21"" (43.5 x 53.3 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69223,29.5,39.2
"Three Girls in Profile (Drei Mí_dchen im Profil) for the First Annual Portfolio 1921, no. 2 (Brí_cke Artists) (Erste Jahresgabe 1921, no. 2 [Die Kí_nstler der Brí_cke])",Otto Mueller,(German),(Male),Lithograph,"composition: 11 5/16 x 15 1/4"" (28.7 x 38.7 cm); sheet (irreg.): 17 5/8 x 22 5/16"" (44.7 x 56.7 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69246,28.7,38.7
Zwei Badende am Ufer (Two Bathers on the Shore),Otto Mueller,(German),(Male),Lithograph with gouache additions,"composition: 12 13/16 x 16 15/16"" (32.6 x 43.1 cm); sheet: 16 1/4 x 20 15/16"" (41.3 x 53.2 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69268,32.6,43.1
Still-Life with Pot (Stilleben mit Topf),Heinrich Nauen,(German),(Male),Etching and drypoint,"plate: 12 5/8 x 15 5/8"" (32 x 39.7 cm); sheet (irreg.): 18 7/16 x 22 1/8"" (46.8 x 56.2 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69280,32,39.7
Dilborn,Heinrich Nauen,(German),(Male),Etching and drypoint,"plate: 15 7/16 x 12 1/2"" (39.2 x 31.8cm); sheet: 23 7/8 x 18 5/8"" (60.6 x 47.3 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69293,39.2,31.8
Doctors (Doktoren),Emil Nolde,(German),(Male),Woodcut,"composition (irreg.): 20 1/4 x 28 3/16"" (51.4 x 71.6 cm); sheet: 25 7/8 x 33 3/16"" (65.8 x 84.3 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69310,51.4,71.6
Young Couple (Junges Paar),Emil Nolde,(German),(Male),Lithograph,"composition (irreg): 24 1/2 x 20 5/16"" (62.2 x 51.6 cm); sheet (irreg.): 28 1/4 x 22 3/8"" (71.8 x 56.9 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69323,62.2,51.6
The Fisherman's Children (Fischerkinder),Emil Nolde,(German),(Male),Lithograph,"composition: 25 1/4 x 31 5/8"" (64.2 x 80.3 cm); sheet (irreg.): 26 5/8 x 34 1/2"" (67.6 x 87.6 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69336,64.2,80.3
Mill by the Water (Mí_hle am Wasser),Emil Nolde,(German),(Male),Lithograph,"composition (irreg.): 23 13/16 x 31 1/8"" (60.5 x 79 cm); sheet (irreg.): 26 3/4 x 34"" (68 x 86.4 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69349,60.5,79
Slaves (Sklaven),Emil Nolde,(German),(Male),Etching and tonal etching,"plate: 12 3/8 x 8 1/16"" (31.4 x 20.4 cm); sheet: 19 3/16 x 13 7/8"" (48.7 x 35.2 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69362,31.4,20.4
Head of a Woman III (Frauenkopf III),Emil Nolde,(German),(Male),Woodcut,"composition: 11 13/16 x 8 7/8"" (30 x 22.5 cm); sheet: 15 11/16 x 12 1/8"" (39.9 x 30.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69374,30,22.5
The Farmer (Der Landwirt),Emil Nolde,(German),(Male),Etching and tonal etching,"plate: 8 3/8 x 10 1/4"" (21.2 x 26.1 cm); sheet: 15 1/16 x 18 3/16"" (38.2 x 46.2 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69387,21.2,26.1
Rich Farmers (Grossbauern),Emil Nolde,(German),(Male),Etching and tonal etching,"plate: 8 7/8 x 11 15/16"" (22.6 x 30.3 cm); sheet: 15 3/16 x 17 13/16"" (38.5 x 45.2 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69400,22.6,30.3
"Hamburg, Reiherstiegdock",Emil Nolde,(German),(Male),Etching,"plate: 12 5/16 x 16 1/4"" (31.2 x 41.2 cm); sheet: 18 1/8 x 23 3/4"" (46 x 60.3 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69413,31.2,41.2
Young Prince and Dancers (Junger Fí_rst und Tí_nzerinnen),Emil Nolde,(German),(Male),Etching and tonal etching,"plate: 10 3/8 x 8 9/16"" (26.3 x 21.8 cm); sheet (irreg.): 19 x 14 1/8"" (48.3 x 35.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69426,26.3,21.8
Man and Young Woman (Mann und junges Weib),Emil Nolde,(German),(Male),Etching and tonal etching,"plate: 12 x 8 15/16"" (30.5 x 22.7 cm); sheet: 21 x 15 3/16"" (53.3 x 38.6 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69449,30.5,22.7
Phantoms (Erscheinungen),Emil Nolde,(German),(Male),Etching and tonal etching,"plate: 12 11/16 x 9 13/16"" (32.3 x 24.9 cm); sheet: 19 x 13 7/8"" (48.3 x 35.3 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69461,32.3,24.9
The Animal Lover (Der Tierfreund),Emil Nolde,(German),(Male),Etching and tonal etching,"plate: 11 3/4 x 8 11/16"" (29.9 x 22.1 cm); sheet: 18 1/2 x 13 7/16"" (47 x 34.1 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69560,29.9,22.1
Mexican Peasants Working (Maguayes y nopales),Josí_Clemente Orozco,(Mexican),(Male),Lithograph,"composition: 12 1/8 í_17 1/16"" (30.8 í_43.4 cm); sheet (irreg.): 15 15/16 í_22 13/16"" (40.5 í_57.9 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69581,30.8,43.4
Bal Tabarin,Jules Pascin,(American),(Male),Drypoint,"plate  11 5/16 x 13 5/16"" (28.8 x 33.8 cm)
sheet  15 11/16 x 19 3/4"" (39 x 50.2 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,28.8,33.8
Lazarus in the Home of the Rich Man,Jules Pascin,(American),(Male),Drypoint and roulette,,Gift of Abby Aldrich Rockefeller,Print,4/5/40,,,
The Judgment of Solomon,Jules Pascin,(American),(Male),Drypoint,"plate  10 5/8 x 10 7/16"" (27 x 26.5 cm)
sheet  19 3/4 x 15 5/8"" (50 x 39.7 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69628,27,26.5
Women,Jules Pascin,(American),(Male),Lithograph,"composition  8 3/8 x 10 7/8"" (21.3 x 27.6 cm)
sheet  12 11/16 x 17 13/16"" (32 x 45.2 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69638,21.3,27.6
Central Park,Jules Pascin,(American),(Male),Etching,,Gift of Abby Aldrich Rockefeller,Print,4/5/40,,,
Hairdressing,Jules Pascin,(American),(Male),Etching,"plate  5 7/8 x 4 13/16"" (15 x 12.3 cm)
sheet  12 9/16 x 9 5/8"" (32 x 24.5 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69673,15,12.3
Girl Seated on a Chair,Jules Pascin,(American),(Male),"Drypoint and etching, inked a la poupee","Plate 20 5/8 x 16 1/4"" (52.3 x 41.2 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,52.3,41.2
Sailboats near the Coast (Segelboote vor der Kí_ste),Max Pechstein,(German),(Male),"Etching, drypoint, and aquatint","plate: 12 15/16 x 15 9/16"" (32.9 x 39.6 cm); sheet: 18 3/8 x 24 7/16"" (46.6 x 62 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69703,32.9,39.6
Two Fishermen with Net (Zwei Fischer mit Netz),Max Pechstein,(German),(Male),Woodcut,"Composition: 12 1/2 x 15 11/16"" (31.8 x 39.9 cm); sheet (irreg.): 19 1/2 x 23 5/8"" (49.5 x 60 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69718,31.8,39.9
Woman Emptying a Wheelbarrow (Femme vidant une brouette),Camille Pissarro,(French),(Male),"Etching, aquatint, and drypoint","plate: 12 1/2 x 9 1/16"" (31.7 x 23 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,31.7,23
Peasants Cutting Grass,Camille Pissarro,(French),(Male),Etching and drypoint,"plate: 4 11/16 x 6 3/16"" (11.9 x 15.7 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69741,11.9,15.7
Face of Marie-Thí_í_e (Visage de Marie-Thí_í_e),Pablo Picasso,(Spanish),(Male),Lithograph,"composition: 8 x 5 9/16"" (20.3 x 14.1 cm); sheet (irreg.): 19 3/16 x 13 3/8"" (48.8 x 33.9 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69797,20.3,14.1
Two Female Nudes II (Deux femmes nues II),Pablo Picasso,(Spanish),(Male),Etching,"plate: 12 5/16 x 8 13/16"" (31.3 x 22.4 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69840,31.3,22.4
Head of a Woman: Madeleine (Tí_e de femme: Madeleine),Pablo Picasso,(Spanish),(Male),Etching,"plate: 4 11/16 x 3 7/16"" (11.9 x 8.7 cm); sheet: 19 3/8 x 13"" (49.2 x 33 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69909,11.9,8.7
Bust of a Man (Buste d'homme) from the Saltimbanques series,Pablo Picasso,(Spanish),(Male),Drypoint,"plate: 4 3/4 x 3 1/2"" (12 x 8.9 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69932,12,8.9
The Reading (La Lecture),Pablo Picasso,(Spanish),(Male),Lithograph,"composition: 12 15/16 x 9 5/8"" (32.8 x 24.5 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69944,32.8,24.5
Head of a Man with Pipe (Tí_e d'homme í_la pipe),Pablo Picasso,(Spanish),(Male),Etching,"plate: 5 1/8 x 4 5/16"" (13 x 11 cm); sheet (irreg.): 17 5/8 x 13 11/16"" (44.7 x 34.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69964,13,11
Interior Scene (Scí_e d'intí_ieur),Pablo Picasso,(Spanish),(Male),Lithograph,"composition: 8 3/4 x 10 15/16"" (22.3 x 27.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69983,22.3,27.8
The Watering Place (Horses Bathing) (L'Abreuvoir [Chevaux au bain]) from the Saltimbanques series,Pablo Picasso,(Spanish),(Male),Drypoint,"plate: 4 3/4 x 7 3/8"" (12.1 x 18.7 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/69992,12.1,18.7
The Poor (Les Pauvres) from the Saltimbanques series,Pablo Picasso,(Spanish),(Male),Etching,"plate: 9 1/4 x 7 1/16"" (23.5 x 17.9 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/70001,23.5,17.9
Mother at Her Toilette (La Toilette de la mí_e) from the Saltimbanques series,Pablo Picasso,(Spanish),(Male),Etching,"plate: 9 1/4 x 7"" (23.5 x 17.8 cm); sheet: 20 x 12 15/16"" (50.8 x 32.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/70024,23.5,17.8
The Three Friends (Les Trois amies),Pablo Picasso,(Spanish),(Male),Etching,"plate: 16 5/16 x 11 3/4"" (41.5 x 29.8 cm); sheet: 25 1/2 x 18 7/16"" (64.8 x 46.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/70048,41.5,29.8
Woman Seated (Femme assise),Pablo Picasso,(Spanish),(Male),Lithograph,"composition: 11 9/16 x 8 1/4"" (29.3 x 20.9 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/70098,29.3,20.9
The Source (Three Women at the Fountain) (La Source [Trois femmes í_la fontaine]),Pablo Picasso,(Spanish),(Male),Drypoint,"plate: 7 x 9 3/8"" (17.8 x 23.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/70105,17.8,23.8
The Barbarous Dance (in Front of Salomí_and Hí_ode) (La Danse barbare [devant Salomí_et Herode]) from the Saltimbanques series,Pablo Picasso,(Spanish),(Male),Drypoint,"plate: 7 5/16 x 9 1/16"" (18.5 x 23 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/70120,18.5,23
The Acrobat in Repose (Le Saltimbanque au repos) from the Saltimbanques series,Pablo Picasso,(Spanish),(Male),Drypoint,"plate: 4 3/4 x 3 7/16"" (12 x 8.8 cm); sheet: 19 5/16 x 12 15/16"" (49 x 32.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/70155,12,8.8
The Two Acrobats (Les Deux saltimbanques) from the Saltimbanques series,Pablo Picasso,(Spanish),(Male),Drypoint,"plate: 4 3/4 x 3 9/16"" (12 x 9 cm); sheet: 18 7/8 x 12 7/8"" (48 x 32.7 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/70162,12,9
At the Circus (Au Cirque) from the Saltimbanques series,Pablo Picasso,(Spanish),(Male),Drypoint,"plate: 8 5/8 x 5 9/16"" (21.9 x 14.2 cm); sheet: 20 1/16 x 12 15/16"" (51 x 32.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/70171,21.9,14.2
