Title,Artist,ConstituentID,ArtistBio,Nationality,Gender,Medium,Dimensions,CreditLine,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Height (cm),Width (cm)
"I Pick on Everyone, Dead or Alive, no. 4 of 9, from the series, What Is the Shape of This Problem?",Louise Bourgeois,710,"(American, born France. 1911‰Û_010)",(American),(Female),"Letterpress and lithograph, with hand additions","sheet (component A): 12 _ 17"" (30.5 _ 43.2 cm); sheet (component B): 12 _ 17"" (30.5 _ 43.2 cm)",Gift of the artist,Print,Drawings & Prints,3/2/00,Y,62541,http://www.moma.org/collection/works/62541,http://www.moma.org/media/W1siZiIsIjI3NDI4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ad127aeb4ecc7377,30.48006096,43.18008636
"Has the Day Invaded the Night, or Has the Night Invaded the Day?, no. 5 of 9, from the series, What Is the Shape of This Problem?",Louise Bourgeois,710,"(American, born France. 1911‰Û_010)",(American),(Female),Letterpress,"sheet (component A): 12 _ 17"" (30.5 _ 43.2 cm); sheet (component B): 12 _ 17"" (30.5 _ 43.2 cm)",Gift of the artist,Print,Drawings & Prints,3/2/00,Y,62542,http://www.moma.org/collection/works/62542,http://www.moma.org/media/W1siZiIsIjI3NTIxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=591afddffd10ba0e,30.48006096,43.18008636
"The Papillon, the Ray of Hope, no. 6 of 9, component A, from the series, What Is the Shape of This Problem?",Louise Bourgeois,710,"(American, born France. 1911‰Û_010)",(American),(Female),Letterpress and lithograph,"sheet (component A): 12 _ 17"" (30.5 _ 43.2 cm); sheet (component B): 12 _ 17"" (30.5 _ 43.2 cm)",Gift of the artist,Print,Drawings & Prints,3/2/00,Y,62543,http://www.moma.org/collection/works/62543,http://www.moma.org/media/W1siZiIsIjI3NDI4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e5a6188ef59a616d,30.48006096,43.18008636
"The Hour Is Devoted to Revenge, no. 7 of 9, from the series, What Is the Shape of This Problem?",Louise Bourgeois,710,"(American, born France. 1911‰Û_010)",(American),(Female),Letterpress,"sheet (component A): 12 _ 17"" (30.5 _ 43.2 cm); sheet (component B): 12 _ 17"" (30.5 _ 43.2 cm)",Gift of the artist,Print,Drawings & Prints,3/2/00,Y,62544,http://www.moma.org/collection/works/62544,http://www.moma.org/media/W1siZiIsIjI3NDI4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=16295d321a8d8739,30.48006096,43.18008636
"To Unravel a Torment You Must Begin Somewhere, no. 8 of 9, from the series, What Is the Shape of This Problem?",Louise Bourgeois,710,"(American, born France. 1911‰Û_010)",(American),(Female),Letterpress and lithograph,"sheet (component A): 12 _ 17"" (30.5 _ 43.2 cm); sheet (component B): 12 _ 17"" (30.5 _ 43.2 cm)",Gift of the artist,Print,Drawings & Prints,3/2/00,Y,62545,http://www.moma.org/collection/works/62545,http://www.moma.org/media/W1siZiIsIjI3NDI5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f634030ac49d9c8f,30.48006096,43.18008636
"Art Is a Guaranty of Sanity, no. 9 of 9, from the series, What Is the Shape of This Problem?",Louise Bourgeois,710,"(American, born France. 1911‰Û_010)",(American),(Female),Letterpress,"sheet (component A): 12 _ 17"" (30.5 _ 43.2 cm); sheet (component B): 12 _ 17"" (30.5 _ 43.2 cm)",Gift of the artist,Print,Drawings & Prints,3/2/00,Y,62546,http://www.moma.org/collection/works/62546,http://www.moma.org/media/W1siZiIsIjI3NDI5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=71b03f232ffa6ff1,30.48006096,43.18008636
Cross-Section of Hugh Hefner's Digestive System from Anatomy of Hugh Hefner's Private Jet (1-5),E. V. Day,8188,"(American, born 1967)",(American),(Female),One from a series of five blueprints,"composition: 23 1/8 _ 16 15/16"" (58.8 _ 43.1 cm); sheet: 24 _ 18 1/16"" (61 _ 45.9 cm)",Roxanne H. Frank Fund,Print,Drawings & Prints,3/2/00,Y,62609,http://www.moma.org/collection/works/62609,http://www.moma.org/media/W1siZiIsIjkwMDk0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=45ffa31872bfb20d,58.8,43.1
Anatomy of Hugh Hefner's Private Jet (1-5),E. V. Day,8188,"(American, born 1967)",(American),(Female),Series of five blueprints,"composition (each): 23 1/8 _ 16 15/16"" (58.8 _ 43.1 cm); sheet (each): 24 _ 18 1/16"" (61 _ 45.9 cm)",Roxanne H. Frank Fund,Print,Drawings & Prints,3/2/00,Y,62610,http://www.moma.org/collection/works/62610,,58.8,43.1
Three-Mile-High-Club Proliferation - Stage II from Anatomy of Hugh Hefner's Private Jet (1-5),E. V. Day,8188,"(American, born 1967)",(American),(Female),One from a series of five blueprints,"composition: 23 1/8 _ 16 15/16"" (58.8 _ 43.1 cm); sheet: 24 _ 18 1/16"" (61 _ 45.9 cm)",Roxanne H. Frank Fund,Print,Drawings & Prints,3/2/00,Y,62611,http://www.moma.org/collection/works/62611,http://www.moma.org/media/W1siZiIsIjkwMDk1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=cdbab6bee3e4e880,58.8,43.1
Three-Mile-High-Club Proliferation - Stage III from Anatomy of Hugh Hefner's Private Jet (1-5),E. V. Day,8188,"(American, born 1967)",(American),(Female),One from a series of five blueprints,"composition: 23 1/8 _ 16 15/16"" (58.8 _ 43.1 cm); sheet: 24 _ 18 1/16"" (61 _ 45.9 cm)",Roxanne H. Frank Fund,Print,Drawings & Prints,3/2/00,Y,62612,http://www.moma.org/collection/works/62612,http://www.moma.org/media/W1siZiIsIjkwMDk2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=6f96729ac0c5e4ad,58.8,43.1
Three-Mile-High-Club Metastasis from Anatomy of Hugh Hefner's Private Jet (1-5),E. V. Day,8188,"(American, born 1967)",(American),(Female),One from a series of five blueprints,"composition: 23 1/8 _ 16 15/16"" (58.8 _ 43.1 cm); sheet: 24 _ 18 1/16"" (61 _ 45.9 cm)",Roxanne H. Frank Fund,Print,Drawings & Prints,3/2/00,Y,62613,http://www.moma.org/collection/works/62613,http://www.moma.org/media/W1siZiIsIjkwMDk3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=ff644a2e7f069119,58.8,43.1
Metastatic Rupture from Anatomy of Hugh Hefner's Private Jet (1-5),E. V. Day,8188,"(American, born 1967)",(American),(Female),One from a series of five blueprints,"composition: 23 1/8 _ 16 15/16"" (58.8 _ 43.1 cm); sheet: 24 _ 18 1/16"" (61 _ 45.9 cm)",Roxanne H. Frank Fund,Print,Drawings & Prints,3/2/00,Y,62614,http://www.moma.org/collection/works/62614,http://www.moma.org/media/W1siZiIsIjkwMDk4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=c4270f17ccf8a039,58.8,43.1
Cross-Section of Head On Collision from Anatomy of Hugh Hefner's Private Jet,E. V. Day,8188,"(American, born 1967)",(American),(Female),One from a series of five blueprints,"composition and sheet: 18 1/8 x 24 1/8"" (46 x 61.2 cm)",Roxanne H. Frank Fund,Print,Drawings & Prints,3/2/00,Y,62642,http://www.moma.org/collection/works/62642,,46,61.2
,,,,,,,,,,,,,,,,,
THAT WASN'T THE REAL ME; WE HAVE A PROBLEM; LET'S NOT DISCUSS IT,Peggy Diggs,7404,"(American, born 1946)",(American),(Female),Suite of 3 screenprints on wrapping paper,,Linda Barth Goldstein Fund,Print,Drawings & Prints,3/2/00,Y,62736,http://www.moma.org/collection/works/62736,,,
Western Print,Inka Essenhigh,8191,"(American, born 1969)",(American),(Female),Screenprint with varnish,"composition: 27 7/8 x 30 9/16"" (70.8 x 77.6 cm); sheet: 27 7/8 x 30 9/16"" (70 x 77.6 cm)",Joanne M. Stern Fund,Print,Drawings & Prints,3/2/00,Y,62782,http://www.moma.org/collection/works/62782,http://www.moma.org/media/W1siZiIsIjkwMDg1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=1a7be7f085cf07a3,70.8,77.6
Sympathie,Eberhard Havekost,8192,"(German, born 1967)",(German),(Male),Series of 5 photolithographs,"each composition  11 3/4 x 9 3/8"" (29.9 x 23.9 cm)",Robert and Anna Marie Shapiro Fund,Print,Drawings & Prints,3/2/00,Y,62815,http://www.moma.org/collection/works/62815,http://www.moma.org/media/W1siZiIsIjE4MTUwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=69ee48edc9121891,29.9,23.9
,,,,,,,,,,,,,,,,,
,,,,,,,"each sheet  19 5/8 x 13 1/2"" (49 x 34.3 cm)",,,,,,,,,,
Yellow Flag from the portfolio ART,Imi Knoebel,7808,"(German, born 1940)",(German),(Male),Screenprint,"composition  39 3/8 x 28 3/4"" (100 x 73 cm)",Walter Bareiss Fund,Print,Drawings & Prints,3/2/00,Y,62869,http://www.moma.org/collection/works/62869,http://www.moma.org/media/W1siZiIsIjI1MzYyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e7136360d77c2cf0,100,73
,,,,,,,,,,,,,,,,,
,,,,,,,"sheet  39 3/8 x 28 3/4"" (100 x 73 cm)",,,,,,,,,,
"Scarred for Life, II",Tracey Moffatt,8041,"(Australian, born 1960)",(Australian),(Female),Series of ten photolithographs,"sheet (each): 31 7/16 x 23 5/8"" (79.9 x 60 cm)",Virginia Cowles Schroth Fund,Print,Drawings & Prints,3/2/00,Y,62891,http://www.moma.org/collection/works/62891,http://www.moma.org/media/W1siZiIsIjI1NDc0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3059a8f3440e672c,79,59.9
Conundrums,Robert Morris,4108,"(American, 1931‰Û_018)",(American),(Male),Portfolio of five etching and aquatints,"plate (each): 6 5/16 x 4 7/8"" (16.1 x 12.4cm); sheet (each): 14 15/16 x 20 1/16"" (38 x 51cm)",Anonymously given,Print,Drawings & Prints,3/2/00,Y,62934,http://www.moma.org/collection/works/62934,http://www.moma.org/media/W1siZiIsIjIyMzAzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6ec4b9376a080339,16.1,12.4
Different Peoples Dwell in the Countries of the Ocean (Des peuples divers habitent les pays de l'ocÌ©an),Odilon Redon,4840,"(French, 1840‰Û_916)",(French),(Male),Lithograph on chine appliquÌ©,"composition: 12 1/16 x 9"" (30.6 x 22.8 cm); sheet: 17 1/4 x 13"" (43.8 x 33 cm)",Gift of The Ian Woodner Family Collection,Print,Drawings & Prints,3/2/00,Y,63038,http://www.moma.org/collection/works/63038,http://www.moma.org/media/W1siZiIsIjk3MjA5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=551d732d386b5aee,30.6,22.8
"She Draws from Her Bosom a Sponge, Perfectly Black, and Covers It with Kisses (Elle tire de sa poitrine une Ì©ponge toute noire, la couvre de baisers)",Odilon Redon,4840,"(French, 1840‰Û_916)",(French),(Male),Lithograph on chine appliquÌ©,"composition  7 1/2 x 5 7/8"" (19.1 x 15 cm); sheet  17 1/16 x 13"" (43 x 33.1 cm)",Gift of The Ian Woodner Family Collection,Print,Drawings & Prints,3/2/00,Y,63070,http://www.moma.org/collection/works/63070,http://www.moma.org/media/W1siZiIsIjk3MjEwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=8e1af76594453acf,19.1,15
The Flowers of Evil (Les Fleurs du mal),Odilon Redon,4840,"(French, 1840‰Û_916)",(French),(Male),Portfolio of nine photogravures (including cover),"composition (see child records): dimensions vary; sheet (each approx.): 1211/16 x 97/8"" (32.2 x 25.1 cm)",Gift of The Ian Woodner Family Collection,Print,Drawings & Prints,3/2/00,Y,63101,http://www.moma.org/collection/works/63101,http://www.moma.org/media/W1siZiIsIjk3NDA5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=ec88b2e0dc724cb4,32.2263,25.1
,,,,,,,,,,,,,,,,,
Untitled,Vik Muniz,7818,"(Brazilian, born 1961)",(Brazilian),(Male),Multiple of ceramic plate,"diameter object  12 1/2"" (31.7 cm)",Anonymously given,Multiple,Drawings & Prints,3/2/00,Y,63121,http://www.moma.org/collection/works/63121,,31.7,
Mangue Bang_ ‰Û_excerpt from ‰Û_omage to Father‰Ûù (Mangue Bang_ ‰Û_excerto de ‰Û_omage to father‰Ûù),HÌ©lio Oiticica,7715,"(Brazilian, 1937‰Û_980)",(Brazilian),(Male),Screenprint,"composition and sheet: 17 11/16 x 15 11/16"" (45 x 39.9 cm)",Gift of the Oiticica Family,Print,Drawings & Prints,3/2/00,Y,63143,http://www.moma.org/collection/works/63143,http://www.moma.org/media/W1siZiIsIjIwNzE1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ed4a1fbc0082424c,45,39.9
,,,,,,,,,,,,,,,,,
Untitled,Lygia Pape,8196,"(Brazilian, 1927‰Û_004)",(Brazilian),(Female),Woodcut,"composition and sheet: 19 1/2 x 19 1/2"" (49.5 x 49.5 cm)",Gift of Patricia Phelps de Cisneros in memory of MarcantÌ«nio Vila_a,Print,Drawings & Prints,3/2/00,Y,63188,http://www.moma.org/collection/works/63188,http://www.moma.org/media/W1siZiIsIjY3NjgwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=1c32fe7172c3d560,49.5,49.5
Apocalypse of Saint John (Apocalypse de Saint-Jean),Odilon Redon,4840,"(French, 1840‰Û_916)",(French),(Male),"Portfolio of 13 lithographs (including cover, 12 with chine collÌ©)","composition (see child records): dimensions vary; sheet (each approx.): 22 1/16 _ 16 9/16"" (56 _ 42 cm)",Gift of The Ian Woodner Family Collection,Print,Drawings & Prints,3/2/00,Y,63222,http://www.moma.org/collection/works/63222,http://www.moma.org/media/W1siZiIsIjk3Mjg2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=2c4d0ad0c9f41578,55.7,42.6
Frontispiece from Sentimental Chivalries (Chevaleries sentimentales),Odilon Redon,4840,"(French, 1840‰Û_916)",(French),(Male),Lithograph with chine appliquÌ©,"composition: 5 3/8 x 3 1/4"" (13.6 x 8.2 cm); sheet: 17 5/8 x 12 1/2"" (44.8 x 31.7 cm)",Gift of The Ian Woodner Family Collection,Print,Drawings & Prints,3/2/00,Y,63242,http://www.moma.org/collection/works/63242,http://www.moma.org/media/W1siZiIsIjk3MTc2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=84931933eede7427,13.6,8.2
Frontispiece from The Chimeras (Les ChimÌ¬res),Odilon Redon,4840,"(French, 1840‰Û_916)",(French),(Male),Lithograph,"composition: 5 1/2 x 3 3/4"" (14 x 9.6 cm); sheet: 10 5/16 x 8 1/8"" (26.2 x 20.7 cm)",Gift of The Ian Woodner Family Collection,Print,Drawings & Prints,3/2/00,Y,63258,http://www.moma.org/collection/works/63258,http://www.moma.org/media/W1siZiIsIjk3MjExIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=e2fc06a478af11aa,14,9.6
The Haunting (Hantise),Odilon Redon,4840,"(French, 1840‰Û_916)",(French),(Male),Lithograph on chine appliquÌ©,"composition: 14 5/16 x 8 15/16"" (36.3 x 22.7 cm); sheet: 24 13/16 x 17 11/16"" (63 x 44.9 cm)",Gift of The Ian Woodner Family Collection,Print,Drawings & Prints,3/2/00,Y,63284,http://www.moma.org/collection/works/63284,http://www.moma.org/media/W1siZiIsIjk3MjEyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=d85ff8affb7da958,36.3,22.7
Homage to Goya (Hommage ÌÊ Goya),Odilon Redon,4840,"(French, 1840‰Û_916)",(French),(Male),Portfolio of six lithographs with chine appliquÌ©,"composition (see child records): dimensions vary; sheet (each approx.): 17 11/16 _ 12 5/16"" (45 _ 31.3 cm)",Gift of The Ian Woodner Family Collection,Print,Drawings & Prints,3/2/00,Y,63306,http://www.moma.org/collection/works/63306,http://www.moma.org/media/W1siZiIsIjk3Mjg3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=86400bb401f26e61,45.8,32.8
Evil Glory (Mauvaise gloire),Odilon Redon,4840,"(French, 1840‰Û_916)",(French),(Male),Etching and drypoint,"plate: 4 3/4 _ 2 3/8"" (12 _ 6 cm); sheet: 10 1/2 _ 7 7/8"" (26.7 _ 20 cm)",Gift of The Ian Woodner Family Collection,Print,Drawings & Prints,3/2/00,Y,63325,http://www.moma.org/collection/works/63325,http://www.moma.org/media/W1siZiIsIjk3MjE5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=02857fccb55f3088,12,6
Pierre Bonnard,Odilon Redon,4840,"(French, 1840‰Û_916)",(French),(Male),Lithograph on chine appliquÌ©,"composition (irreg.): 5 3/4 x 4 3/4"" (14.6 x 12.1 cm); sheet: 12 5/8 x 9 1/16"" (32 x 23 cm); other (Chine appliquÌ©): 6 7/8 x 6 3/8"" (17.4 x 16.2 cm)",Gift of The Ian Woodner Family Collection,Print,Drawings & Prints,3/2/00,Y,63392,http://www.moma.org/collection/works/63392,http://www.moma.org/media/W1siZiIsIjk3MjIwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=b6463d2ae759e634,14.6,12.1
"Child's Face with Rainbow Above (TÌ»te d'enfant, de face, avec au-dessus un arc-en-ciel)",Odilon Redon,4840,"(French, 1840‰Û_916)",(French),(Male),Lithograph,"composition (irreg.): 4 1/4 x 2 3/4"" (10.8 x 7 cm); sheet (irreg.): 8 13/16 x 7 1/16"" (22.4 x 18 cm)",Gift of The Ian Woodner Family Collection,Print,Drawings & Prints,3/2/00,Y,63435,http://www.moma.org/collection/works/63435,http://www.moma.org/media/W1siZiIsIjk3MjIyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=ba2f4c2b509dd382,10.8,7
Woman Wearing a Toque and a Mermaid's Tail (Femme coiffÌ©e d'une toque et rejetant le buste en arriÌ¬re),Odilon Redon,4840,"(French, 1840‰Û_916)",(French),(Male),Lithograph,"composition (irreg.): 9 5/16 x 9"" (23.7 x 22.9 cm); sheet: 12 11/16 x 9 7/8"" (32.3 x 25.1 cm)",Gift of The Ian Woodner Family Collection,Print,Drawings & Prints,3/2/00,Y,63455,http://www.moma.org/collection/works/63455,http://www.moma.org/media/W1siZiIsIjk3MjIzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=935042312173b3e9,23.7,22.9
Woman Wearing a Toque and a Mermaid's Tail (Femme coiffÌ©e d'une toque et rejetant le buste en arriÌ¬re),Odilon Redon,4840,"(French, 1840‰Û_916)",(French),(Male),Lithograph,"composition (irreg.): 9 1/2 x 9 1/8"" (24.2 x 23.1 cm); sheet (irreg.): 14 15/16 x 13"" (38 x 33 cm)",Gift of The Ian Woodner Family Collection,Print,Drawings & Prints,3/2/00,Y,63479,http://www.moma.org/collection/works/63479,http://www.moma.org/media/W1siZiIsIjk3MjI0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=56bbf2f8de2e2152,24.2,23.1
"Saint Anthony . . . Beneath Her Long Hair Which Covered Her Face, I Thought I Recognized Ammonaria (Sainte-Antoine . . . A travers ses longs cheveux qui lui couvrait la figure, j'ai cru reconnaÌ¨tre Ammonaria)",Odilon Redon,4840,"(French, 1840‰Û_916)",(French),(Male),Lithograph with chine appliquÌ©,"composition: 11 1/4 x 9"" (28.6 x 22.9 cm); sheet: 21 1/4 x 14 1/16"" (54 x 35.7 cm)",Gift of The Ian Woodner Family Collection,Print,Drawings & Prints,3/2/00,Y,63501,http://www.moma.org/collection/works/63501,http://www.moma.org/media/W1siZiIsIjk3MjI1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=bf7d53028320375e,28.6,22.9
Sleep (Le Sommeil),Odilon Redon,4840,"(French, 1840‰Û_916)",(French),(Male),Lithograph,"composition (irreg.): 4 7/8 x 4 15/16"" (12.4 x 12.6 cm); sheet: 12 1/16 x 9 15/16"" (30.7 x 25.2 cm)",Gift of The Ian Woodner Family Collection,Print,Drawings & Prints,3/2/00,Y,63536,http://www.moma.org/collection/works/63536,http://www.moma.org/media/W1siZiIsIjk3MjI2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=c58ca40558705521,12.4,12.6
Closed Eyes (Yeux clos),Odilon Redon,4840,"(French, 1840‰Û_916)",(French),(Male),Lithograph with chine appliquÌ©,"composition: 12 5/16 x 9 9/16"" (31.2 x 24.3 cm); sheet: 14 15/16 x 11 1/4"" (38 x 28.6 cm)",Gift of The Ian Woodner Family Collection,Print,Drawings & Prints,3/2/00,Y,63556,http://www.moma.org/collection/works/63556,http://www.moma.org/media/W1siZiIsIjk3MjI3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=a0191be279f4db10,31.2,24.3
Anchor,Shahzia Sikander,8197,"(Pakistani, born 1969)",(Pakistani),(Female),Screenprint,"irreg. composition  24 5/8 x 32 11/16"" (62.5 x 83 cm)",Lee and Ann Fensterstock Fund,Print,Drawings & Prints,3/2/00,Y,63590,http://www.moma.org/collection/works/63590,http://www.moma.org/media/W1siZiIsIjkwMDg3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=353471d166a2bb54,62.5,83
,,,,,,,,,,,,,,,,,
,,,,,,,"sheet  27 15/16 x 35"" (71 x 88.9 cm)",,,,,,,,,,
Who Am We?,Do Ho Suh,8198,"(Korean, born 1962)",(Korean),(Male),Digital print,"composition: 34 _ 46 3/16"" (86.3 _ 117.3 cm); sheet: 35 1/16 _ 47 1/16"" (89 _ 119.6 cm)",Robert and Anna Marie Shapiro Fund,Print,Drawings & Prints,3/2/00,Y,63616,http://www.moma.org/collection/works/63616,http://www.moma.org/media/W1siZiIsIjQzNDUyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c244ff030d247ba4,86.3,117.3
Doormat: Welcome,Do Ho Suh,8198,"(Korean, born 1962)",(Korean),(Male),Multiple of rubber mat,"overall: 18 7/8 x 28 1/8 x 1 1/4"" (48 x 71.5 x 3.1 cm)",Robert and Anna Marie Shapiro Fund,Multiple,Drawings & Prints,3/2/00,Y,63638,http://www.moma.org/collection/works/63638,http://www.moma.org/media/W1siZiIsIjIzMzkyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4a6f39f2fd0103ee,48,71.5
Artist 2000 from the portfolio Art,Rosemarie Trockel,5933,"(German, born 1952)",(German),(Female),Etching,"composition  31 5/8 x 22 3/8"" (80.3 x 56.9 cm)",Acquired through the generosity of Edward and Evanne Gargiulo,Print,Drawings & Prints,3/2/00,Y,63758,http://www.moma.org/collection/works/63758,http://www.moma.org/media/W1siZiIsIjI3OTM0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1bbbb00bc0b1c6ec,80.3,56.9
,,,,,,,,,,,,,,,,,
,,,,,,,"sheet  31 5/8 x 22 3/8"" (80 x 56.9 cm)",,,,,,,,,,
Assaver,"Various Artists, Hans Weigand, Raymond Pettibon, Jason Rhoades","6107, 19882, 7500, 8286","(Various) (Austrian, born 1954) (American, born 1957) (American, 1965‰Û_006)",(Various) (Austrian) (American) (American),() (Male) (Male) (Male),"Multiple of plastic, rubber, foam, paper, nylon, and motor",,Linda Barth Goldstein Fund,Multiple,Drawings & Prints,3/2/00,Y,63775,http://www.moma.org/collection/works/63775,,,
"Recycle, it's the law! from Exit 99",David Byrne,8200,"(American, born 1952)",(American),(Male),Screenprint on fabric from a portfolio of seven screenprints and one etching and aquatint,"composition and sheet: 29 1/2 x 21 5/8"" (75 x 55cm)",Jacqueline Brody Fund,Print,Drawings & Prints,3/2/00,Y,63798,http://www.moma.org/collection/works/63798,http://www.moma.org/media/W1siZiIsIjI2NjYxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7195f0ee7fd7b8dc,75,55
Exit 99,"Various Artists, Lisa Yuskavage, Nari Ward, Richard Tuttle, Tony Oursler, Leon Golub, Inka Essenhigh, Bruce Pearson, David Byrne","6105, 7965, 8202, 5983, 7489, 2223, 8191, 8201, 8200","(American) (American, born 1962) (American, born 1963) (American, born 1941) (American, born 1957) (American, 1922‰Û_004) (American, born 1969) (American) (American, born 1952)",(American) (American) (American) (American) (American) (American) (American) (American) (American),() (Female) (Male) (Male) (Male) (Male) (Female) (Male) (Male),Portfolio of seven screenprints and one etching and aquatint,dimensions vary,Jacqueline Brody Fund,Print,Drawings & Prints,3/2/00,Y,63799,http://www.moma.org/collection/works/63799,http://www.moma.org/media/W1siZiIsIjI2NTU2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=71700882589109c4,,
Flush & Aqua from Exit 99,Inka Essenhigh,8191,"(American, born 1969)",(American),(Female),Screenprint from a portfolio of seven screenprints and one etching and aquatint,"composition: 26 15/16 x 19 7/8"" (68.5 x 50.5cm); sheet: 29 15/16 x 21 7/8"" (76 x 55.6cm)",Jacqueline Brody Fund,Print,Drawings & Prints,3/2/00,Y,63800,http://www.moma.org/collection/works/63800,http://www.moma.org/media/W1siZiIsIjI2NjYxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3058e43bdf1bf06b,68.5,50.5
